Processing: C:\Users\Yong\Downloads\Learnova Malaysia\Form 4\MY-F4 SEJARAH.pdf
Subject: MY-Sejarah  Form: 4  Pages: 11-264 of 264
  p245/264  SAVED  Bab 10: Pemasyhuran Kemerdekaan | Persiapan dan Sambutan Kemerdekaan
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Sejarah, 4, Bab 10: PEMASYHURAN KEMERDEKAAN, Detik Pemasyhuran Kemerdekaan) already exists.","hint":null,"message":"duplicate k
  p246/264  DB-ERR  Bab 10: PEMASYHURAN KEMERDEKAAN | 10.3 Detik Pemasyhuran Kemerdekaan
  p247/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Peristiwa Malam Pemasyhuran Kemerdekaan
  p248/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Peristiwa Bersejarah di Stadium Merdeka
  p249/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Sambutan Kemerdekaan dan Istiadat Pengangkatan
  p250/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 10.4 Kesan Kemerdekaan terhadap Negara Kita
  p251/264  SAVED  Bab 10: Pemasyhuran Kemerdekaan | Peringkat Antarabangsa
  p252/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Ekonomi
  p253/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Sosial
  p254/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 10.5 Prinsip Kedaulatan Persekutuan Tanah Melayu
  p255/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Sejarah, 4, Bab 10: PEMASYHURAN KEMERDEKAAN, Detik Pemasyhuran Kemerdekaan) already exists.","hint":null,"message":"duplicate k
  p256/264  DB-ERR  Bab 10: PEMASYHURAN KEMERDEKAAN | Detik Pemasyhuran Kemerdekaan Negara
  p257/264  SKIP  Halaman ini hanya mengandungi arahan aktiviti Fikir-Pasang-Kongsi dan soalan umum, tanpa petikan atau kandungan sejarah yang boleh diajar secara langsung.
  p258/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Peranan Stadium Merdeka
  p259/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Makna dan Kepentingan Kemerdekaan
  p260/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 
  p261/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Nilai, Patriotisme dan Iktibar
  p262/264  SKIP  Halaman ini mengandungi bibliografi (senarai rujukan) dan tidak mengandungi kandungan sejarah yang boleh diajar untuk unit pengajaran.
  p263/264  SKIP  Halaman ini hanya mengandungi senarai rujukan/bibliografi, bukan kandungan sejarah yang boleh diajar.
  p264/264  SKIP  Halaman ini adalah indeks yang hanya mengandungi senarai nama, istilah, dan nombor halaman, bukan kandungan Sejarah yang boleh diajar.
------------------------------------------------------------
DONE: 237 saved, 12 skipped, 5 errors
Backup: C:\Learnova\MY-Sejarah_F4_results.json
DONE: 237 saved, 12 skipped, 5 errors
